,formula,A,B,known,vA,vB,rA,rB,lattice,Hf,stability,muB,vol,gap,Ev,dR,dV,EnegA,EnegB,dEneg,gA,gB,pA,pB,Goldschmidt
131,AgTaO3,Ag,Ta,True,1.0,5.0,1.28,0.64,rhombohedral,-2.247,0.018,0.0,12.114,2.03,5.586,0.64,-4.0,1.93,1.5,0.42999999999999994,11.0,5.0,5,6,0.9452901180072794
132,AgTbO3,Ag,Tb,False,,,1.28,0.84,cubic,-1.177,0.716,-0.001,16.469,0.0,-3.403,0.44000000000000006,,1.93,1.2,0.73,11.0,,5,6,0.8552624877208717
133,AgTcO3,Ag,Tc,False,,,1.28,0.6,rhombohedral,-1.141,0.172,0.003,11.35,0.0,3.523,0.68,,1.93,1.9,0.030000000000000027,11.0,7.0,5,5,0.9656189377493715
134,AgTeO3,Ag,Te,False,,,1.28,0.77,orthorhombic,-0.835,0.14,,12.872,0.0,1.213,0.51,,1.93,2.1,-0.17000000000000015,11.0,16.0,5,5,0.8847542976422811
135,AgThO3,Ag,Th,False,,,1.28,0.94,cubic,-2.063,0.585,-0.115,17.974,0.0,-0.696,0.3400000000000001,,1.93,1.3,0.6299999999999999,11.0,,5,7,0.8163869200971956
136,AgTiO3,Ag,Ti,False,,,1.28,0.71,orthorhombic,-1.915,0.137,0.006,11.01,0.0,-0.16,0.5700000000000001,,1.93,1.54,0.3899999999999999,11.0,4.0,5,4,0.9117011290425536
137,AgTlO3,Ag,Tl,False,,,1.28,1.2,cubic,0.113,0.694,,14.969,0.0,-3.625,0.08000000000000007,,1.93,2.04,-0.1100000000000001,11.0,13.0,5,6,0.7301021236641587
138,AgTmO3,Ag,Tm,False,,,1.28,0.96,cubic,-1.419,0.66,0.0,15.687,0.0,-3.122,0.32000000000000006,,1.93,1.25,0.6799999999999999,11.0,,5,6,0.8090320829792031
139,AgUO3,Ag,U,False,1.0,5.0,1.28,0.76,rhombohedral,-2.513,-0.009,0.2,14.714,2.636,3.748,0.52,-4.0,1.93,1.38,0.55,11.0,,5,7,0.8891342694127874
140,AgVO3,Ag,V,True,1.0,5.0,1.28,0.54,tetragonal,-1.582,0.125,0.0,11.419,0.341,1.832,0.74,-4.0,1.93,1.63,0.30000000000000004,11.0,5.0,5,4,0.9978062356743503
141,AgWO3,Ag,W,False,1.0,5.0,1.28,0.62,cubic,-1.675,0.281,0.0,12.02,0.0,5.198,0.66,-4.0,1.93,2.36,-0.42999999999999994,11.0,6.0,5,6,0.9553463958584206
142,AgYO3,Ag,Y,False,,,1.28,0.9,cubic,-1.373,0.643,0.401,16.597,0.0,-2.727,0.38,,1.93,1.22,0.71,11.0,3.0,5,5,0.831505196395292
143,AgYbO3,Ag,Yb,False,,,1.28,0.95,orthorhombic,-1.234,0.281,,12.637,0.0,-5.322,0.33000000000000007,,1.93,1.1,0.8299999999999998,11.0,,5,6,0.8126928616352175
144,AgZnO3,Ag,Zn,False,,,1.28,0.74,cubic,-0.13,0.642,,11.449,0.0,-3.48,0.54,,1.93,1.65,0.28,11.0,12.0,5,4,0.8980256121069153
145,AgZrO3,Ag,Zr,False,,,1.28,0.72,orthorhombic,-2.099,0.187,-0.034,12.568,0.0,-0.445,0.56,,1.93,1.33,0.5999999999999999,11.0,4.0,5,5,0.907096577885773
146,AlAcO3,Al,Ac,False,,,0.54,1.12,orthorhombic,-3.304,0.228,0.0,14.825,3.118,-5.958,-0.5800000000000001,,1.61,1.1,0.51,13.0,3.0,3,7,0.5347866412335233
147,AlAgO3,Al,Ag,False,3.0,3.0,0.54,0.75,orthorhombic,-1.543,0.203,,11.015,0.0,-5.981,-0.20999999999999996,0.0,1.61,1.93,-0.31999999999999984,13.0,11.0,3,5,0.6332299533013859
148,Al2O3,Al,Al,False,3.0,3.0,0.54,0.54,cubic,-2.079,1.186,,9.258,0.0,-0.978,0.0,0.0,1.61,1.61,0.0,13.0,13.0,3,3,0.7071067811865475
149,AlAsO3,Al,As,False,3.0,3.0,0.54,0.58,cubic,-0.946,1.409,,11.095,0.0,1.18,-0.039999999999999925,0.0,1.61,2.18,-0.5700000000000001,13.0,15.0,3,4,0.6917348946390138
150,AlAuO3,Al,Au,False,,,0.54,0.93,cubic,-0.085,1.688,,13.042,0.0,-0.897,-0.39,,1.61,2.54,-0.9299999999999999,13.0,11.0,3,6,0.581183655769765
151,AlBO3,Al,B,False,3.0,3.0,0.54,0.27,cubic,-1.37,1.613,,7.079,0.0,0.694,0.27,0.0,1.61,2.04,-0.42999999999999994,13.0,13.0,3,2,0.831890330807703
152,AlBaO3,Al,Ba,False,,,0.54,1.35,orthorhombic,-2.722,0.217,,15.338,0.369,-9.71,-0.81,,1.61,0.89,0.7200000000000001,13.0,2.0,3,6,0.4876598490941706
153,AlBeO3,Al,Be,False,,,0.54,0.45,cubic,-1.499,1.332,,7.62,0.0,-4.029,0.09000000000000002,,1.61,1.57,0.040000000000000036,13.0,2.0,3,2,0.7443229275647868
154,AlBiO3,Al,Bi,False,,,0.54,0.9,orthorhombic,-2.132,0.257,,13.078,1.156,-4.525,-0.36,,1.61,2.02,-0.4099999999999999,13.0,15.0,3,6,0.5892556509887895
155,AlCaO3,Al,Ca,False,,,0.54,1.0,orthorhombic,-2.797,0.165,,12.156,0.0,-9.223,-0.45999999999999996,,1.61,1.0,0.6100000000000001,13.0,2.0,3,4,0.5631823920954804
156,AlCdO3,Al,Cd,False,,,0.54,0.95,orthorhombic,-1.93,0.197,,11.712,0.211,-7.376,-0.4099999999999999,,1.61,1.69,-0.07999999999999985,13.0,12.0,3,5,0.5759240751745636
157,AlCeO3,Al,Ce,False,3.0,3.0,0.54,1.01,orthorhombic,-3.19,0.289,0.0,13.608,2.937,-7.106,-0.47,0.0,1.61,1.12,0.49,13.0,,3,6,0.5607014123946192
158,AlCoO3,Al,Co,False,3.0,3.0,0.54,0.61,cubic,-0.957,1.302,0.005,9.363,0.0,-1.991,-0.06999999999999995,0.0,1.61,1.88,-0.2699999999999998,13.0,9.0,3,4,0.6806375433881205
159,AlCrO3,Al,Cr,False,3.0,3.0,0.54,0.62,cubic,-1.534,1.339,0.541,10.504,0.0,-1.25,-0.07999999999999996,0.0,1.61,1.66,-0.04999999999999982,13.0,6.0,3,4,0.6770171309232902
160,AlCsO3,Al,Cs,False,,,0.54,1.67,cubic,0.425,2.668,,17.34,0.0,-12.888,-1.13,,1.61,0.79,0.8200000000000001,13.0,1.0,3,6,0.43440007035351047
161,AlCuO3,Al,Cu,False,3.0,3.0,0.54,0.54,cubic,-0.668,1.286,,9.652,0.0,-3.853,0.0,0.0,1.61,1.9,-0.2899999999999998,13.0,11.0,3,4,0.7071067811865475
162,AlDyO3,Al,Dy,False,3.0,3.0,0.54,0.91,rhombohedral,-3.343,0.244,0.0,13.125,3.763,-6.424,-0.37,0.0,1.61,1.22,0.3900000000000001,13.0,,3,6,0.5865401871593482
163,AlErO3,Al,Er,False,3.0,3.0,0.54,0.89,orthorhombic,-3.36,0.242,0.0,11.774,3.077,-6.199,-0.35,0.0,1.61,1.24,0.3700000000000001,13.0,,3,6,0.591996374946877
164,AlEuO3,Al,Eu,False,3.0,3.0,0.54,0.95,orthorhombic,-2.925,0.18,0.0,12.765,0.226,-8.901,-0.4099999999999999,0.0,1.61,1.2,0.41000000000000014,13.0,,3,6,0.5759240751745636
165,AlFeO3,Al,Fe,False,3.0,3.0,0.54,0.65,cubic,-1.125,1.332,0.853,10.496,0.0,-2.445,-0.10999999999999999,0.0,1.61,1.83,-0.21999999999999997,13.0,8.0,3,4,0.6663833539977934
166,AlGaO3,Al,Ga,False,3.0,3.0,0.54,0.62,cubic,-1.246,1.437,,10.465,0.0,-3.306,-0.07999999999999996,0.0,1.61,1.81,-0.19999999999999996,13.0,13.0,3,4,0.6770171309232902
167,AlGdO3,Al,Gd,False,3.0,3.0,0.54,0.94,rhombohedral,-3.316,0.253,0.0,13.622,3.807,-6.621,-0.3999999999999999,0.0,1.61,1.2,0.41000000000000014,13.0,,3,6,0.5785419118799024
168,AlGeO3,Al,Ge,False,,,0.54,0.63,cubic,-1.324,1.168,,10.214,0.0,0.597,-0.08999999999999997,,1.61,2.01,-0.3999999999999997,13.0,14.0,3,4,0.6734350297014737
169,AlHfO3,Al,Hf,False,3.0,3.0,0.54,0.71,cubic,-2.376,1.031,0.0,13.345,0.0,-0.122,-0.16999999999999993,0.0,1.61,1.3,0.31000000000000005,13.0,4.0,3,6,0.6460874142821247
170,AlHgO3,Al,Hg,False,,,0.54,1.11,orthorhombic,-1.56,0.254,,12.107,0.0,,-0.5700000000000001,,1.61,2.0,-0.3899999999999999,13.0,12.0,3,6,0.5370431249518082
171,AlHoO3,Al,Ho,False,3.0,3.0,0.54,0.9,rhombohedral,-3.357,0.238,0.0,12.949,3.715,-6.308,-0.36,0.0,1.61,1.23,0.3800000000000001,13.0,,3,6,0.5892556509887895
172,AlInO3,Al,In,False,3.0,3.0,0.54,0.8,orthorhombic,-2.354,0.201,,11.102,1.524,-5.702,-0.26,0.0,1.61,1.78,-0.16999999999999993,13.0,13.0,3,5,0.6178602942406726
173,AlIrO3,Al,Ir,False,3.0,3.0,0.54,0.68,cubic,-0.63,1.482,0.046,11.877,0.0,0.139,-0.14,0.0,1.61,2.2,-0.5900000000000001,13.0,9.0,3,6,0.6560784567710234
174,AlKO3,Al,K,False,,,0.54,1.38,orthorhombic,-1.982,0.285,,14.152,2.012,-16.374,-0.8399999999999999,,1.61,0.82,0.7900000000000001,13.0,1.0,3,4,0.4821182598999188
175,AlLaO3,Al,La,False,3.0,3.0,0.54,1.03,orthorhombic,-3.335,0.226,0.0,13.793,3.69,-6.662,-0.49,0.0,1.61,1.1,0.51,13.0,3.0,3,6,0.555804456827854
176,AlLiO3,Al,Li,False,,,0.54,0.76,cubic,-0.683,1.686,,8.215,0.0,-6.246,-0.21999999999999997,,1.61,0.98,0.6300000000000001,13.0,1.0,3,2,0.6300951515523691
177,AlLuO3,Al,Lu,False,3.0,3.0,0.54,0.86,rhombohedral,-3.397,0.225,0.0,12.134,3.815,-5.759,-0.31999999999999995,0.0,1.61,1.27,0.3400000000000001,13.0,,3,6,0.6003736821395214
178,AlMgO3,Al,Mg,False,,,0.54,0.72,cubic,-1.168,1.691,,10.399,0.0,-5.359,-0.17999999999999994,,1.61,1.31,0.30000000000000004,13.0,2.0,3,3,0.6428243465332251
179,AlMnO3,Al,Mn,False,3.0,3.0,0.54,0.65,cubic,-1.359,1.282,0.69,10.42,0.0,-2.158,-0.10999999999999999,0.0,1.61,1.55,0.06000000000000005,13.0,7.0,3,4,0.6663833539977934
180,AlMoO3,Al,Mo,False,3.0,3.0,0.54,0.69,cubic,-1.574,1.028,0.0,12.186,0.0,3.998,-0.1499999999999999,0.0,1.61,2.16,-0.55,13.0,6.0,3,5,0.6527139518645053
181,AlNaO3,Al,Na,False,,,0.54,1.02,orthorhombic,-1.971,0.321,,11.427,2.09,-11.819,-0.48,,1.61,0.93,0.68,13.0,1.0,3,3,0.55824219567359
182,AlNbO3,Al,Nb,False,3.0,3.0,0.54,0.72,cubic,-1.999,0.882,-0.001,13.005,0.0,4.777,-0.17999999999999994,0.0,1.61,1.6,0.010000000000000009,13.0,5.0,3,5,0.6428243465332251
183,AlNdO3,Al,Nd,False,3.0,3.0,0.54,0.98,orthorhombic,-3.233,0.28,0.0,13.108,3.042,-7.031,-0.43999999999999995,0.0,1.61,1.14,0.4700000000000002,13.0,,3,6,0.5682108063106185
184,AlNiO3,Al,Ni,False,3.0,3.0,0.54,0.6,cubic,-0.821,1.308,0.177,9.43,0.0,-3.057,-0.05999999999999994,0.0,1.61,1.91,-0.2999999999999998,13.0,10.0,3,4,0.6842968850192396
185,AlNpO3,Al,Np,False,,,0.54,0.86,orthorhombic,-3.234,0.268,0.8,13.507,1.468,-1.407,-0.31999999999999995,,1.61,1.36,0.25,13.0,,3,7,0.6003736821395214
186,AlOsO3,Al,Os,False,,,0.54,0.57,cubic,-0.857,1.298,0.0,11.825,0.0,1.9,-0.029999999999999916,,1.61,2.2,-0.5900000000000001,13.0,8.0,3,6,0.6955148667408663
187,AlPaO3,Al,Pa,False,,,0.54,0.91,cubic,-2.259,0.768,0.0,16.861,2.193,5.433,-0.37,,1.61,1.5,0.1100000000000001,13.0,,3,7,0.5865401871593482
188,AlPbO3,Al,Pb,False,,,0.54,0.99,orthorhombic,-1.959,0.291,,12.675,0.0,-4.904,-0.44999999999999996,,1.61,2.33,-0.72,13.0,14.0,3,6,0.565685424949238
189,AlPdO3,Al,Pd,False,3.0,3.0,0.54,0.76,cubic,-0.438,1.454,,11.84,0.0,-3.303,-0.21999999999999997,0.0,1.61,2.2,-0.5900000000000001,13.0,10.0,3,5,0.6300951515523691
190,AlPmO3,Al,Pm,False,,,0.54,0.97,orthorhombic,-3.256,0.274,0.0,12.876,2.97,-6.858,-0.42999999999999994,,1.61,1.13,0.4800000000000002,13.0,,3,6,0.5707588368321908
191,AlPrO3,Al,Pr,False,3.0,3.0,0.54,0.99,orthorhombic,-3.213,0.286,0.0,13.347,2.935,-7.082,-0.44999999999999996,0.0,1.61,1.13,0.4800000000000002,13.0,,3,6,0.565685424949238
192,AlPtO3,Al,Pt,False,,,0.54,0.67,cubic,-0.417,1.564,0.0,12.279,0.0,-0.923,-0.13,,1.61,2.28,-0.6699999999999997,13.0,10.0,3,6,0.6594778270133603
193,AlPuO3,Al,Pu,False,,,0.54,0.83,orthorhombic,-3.306,0.216,1.0,13.362,1.93,-2.763,-0.2899999999999999,,1.61,1.28,0.33000000000000007,13.0,,3,7,0.6089914861893712
194,AlRbO3,Al,Rb,False,,,0.54,1.52,cubic,0.71,2.952,,15.861,0.0,-15.897,-0.98,,1.61,0.82,0.7900000000000001,13.0,1.0,3,5,0.4578389230704264
195,AlReO3,Al,Re,False,3.0,3.0,0.54,0.63,cubic,-1.244,1.157,0.0,11.971,0.0,3.045,-0.08999999999999997,0.0,1.61,1.9,-0.2899999999999998,13.0,7.0,3,6,0.6734350297014737
196,AlRhO3,Al,Rh,False,3.0,3.0,0.54,0.67,cubic,-0.666,1.433,0.082,11.614,0.0,-2.563,-0.13,0.0,1.61,2.28,-0.6699999999999997,13.0,9.0,3,5,0.6594778270133603
197,AlRuO3,Al,Ru,False,3.0,3.0,0.54,0.68,cubic,-0.871,1.331,0.212,11.596,0.0,0.576,-0.14,0.0,1.61,2.2,-0.5900000000000001,13.0,8.0,3,5,0.6560784567710234
198,AlSbO3,Al,Sb,False,3.0,3.0,0.54,0.76,cubic,-1.11,1.312,,12.983,0.0,1.822,-0.21999999999999997,0.0,1.61,2.05,-0.4399999999999997,13.0,15.0,3,5,0.6300951515523691
199,AlScO3,Al,Sc,False,3.0,3.0,0.54,0.75,cubic,-1.867,1.669,-0.012,12.556,0.0,-4.725,-0.20999999999999996,0.0,1.61,1.36,0.25,13.0,3.0,3,4,0.6332299533013859
200,AlSiO3,Al,Si,False,,,0.54,0.4,cubic,-1.991,1.033,,8.794,0.0,5.628,0.14,,1.61,1.9,-0.2899999999999998,13.0,14.0,3,3,0.7667422928528828
201,AlSmO3,Al,Sm,False,3.0,3.0,0.54,0.96,orthorhombic,-3.267,0.27,0.0,12.728,3.072,-6.818,-0.41999999999999993,0.0,1.61,1.17,0.44000000000000017,13.0,,3,6,0.5733298225836873
202,AlSnO3,Al,Sn,False,,,0.54,0.69,cubic,-1.209,1.317,,12.859,0.0,-1.044,-0.1499999999999999,,1.61,1.96,-0.34999999999999987,13.0,14.0,3,5,0.6527139518645053
203,AlSrO3,Al,Sr,False,,,0.54,1.18,orthorhombic,-2.765,0.194,,13.698,0.445,-10.222,-0.6399999999999999,,1.61,0.95,0.6600000000000001,13.0,2.0,3,5,0.5216361500556498
204,AlTaO3,Al,Ta,False,3.0,3.0,0.54,0.72,cubic,-2.219,0.753,0.0,12.82,0.0,5.56,-0.17999999999999994,0.0,1.61,1.5,0.1100000000000001,13.0,5.0,3,6,0.6428243465332251
205,AlTbO3,Al,Tb,False,3.0,3.0,0.54,0.92,rhombohedral,-3.197,0.251,0.0,13.312,3.738,-6.525,-0.38,0.0,1.61,1.2,0.41000000000000014,13.0,,3,6,0.5838496358421034
206,AlTcO3,Al,Tc,False,,,0.54,0.6,cubic,-1.22,1.178,0.005,11.777,0.0,2.474,-0.05999999999999994,,1.61,1.9,-0.2899999999999998,13.0,7.0,3,5,0.6842968850192396
207,AlTeO3,Al,Te,False,,,0.54,0.77,cubic,-0.801,1.416,,13.852,0.0,1.55,-0.22999999999999998,,1.61,2.1,-0.49,13.0,16.0,3,5,0.626991234549648
208,AlThO3,Al,Th,False,,,0.54,0.94,cubic,-2.164,1.466,-0.156,18.528,0.0,-2.435,-0.3999999999999999,,1.61,1.3,0.31000000000000005,13.0,,3,7,0.5785419118799024
209,AlTiO3,Al,Ti,False,3.0,3.0,0.54,0.67,cubic,-2.161,1.032,0.0,11.337,0.0,0.011,-0.13,0.0,1.61,1.54,0.07000000000000006,13.0,4.0,3,4,0.6594778270133603
210,AlTlO3,Al,Tl,False,3.0,3.0,0.54,0.89,orthorhombic,-1.911,0.19,,12.152,0.638,-6.702,-0.35,0.0,1.61,2.04,-0.42999999999999994,13.0,13.0,3,6,0.591996374946877
211,AlTmO3,Al,Tm,False,3.0,3.0,0.54,0.88,rhombohedral,-3.378,0.237,0.0,12.404,3.756,-6.024,-0.33999999999999997,0.0,1.61,1.25,0.3600000000000001,13.0,,3,6,0.5947627131475632
212,AlUO3,Al,U,False,3.0,3.0,0.54,1.03,orthorhombic,-2.94,0.452,0.567,13.853,0.0,2.358,-0.49,0.0,1.61,1.38,0.2300000000000002,13.0,,3,7,0.555804456827854
213,AlVO3,Al,V,False,3.0,3.0,0.54,0.64,orthorhombic,-2.799,0.149,0.4,9.609,1.47,-0.475,-0.09999999999999998,0.0,1.61,1.63,-0.019999999999999796,13.0,5.0,3,4,0.6698906348083082
214,AlWO3,Al,W,False,3.0,3.0,0.54,0.66,cubic,-1.67,0.951,0.0,12.242,0.0,4.827,-0.12,0.0,1.61,2.36,-0.7499999999999998,13.0,6.0,3,6,0.6629126073623883
215,AlYO3,Al,Y,False,3.0,3.0,0.54,0.9,rhombohedral,-3.324,0.236,0.0,13.18,3.81,-6.49,-0.36,0.0,1.61,1.22,0.3900000000000001,13.0,3.0,3,5,0.5892556509887895
216,AlYbO3,Al,Yb,False,3.0,3.0,0.54,0.87,orthorhombic,-2.923,0.124,,11.845,0.0,-7.558,-0.32999999999999996,0.0,1.61,1.1,0.51,13.0,,3,6,0.5975550263548289
217,AlZnO3,Al,Zn,False,,,0.54,0.74,cubic,-0.72,1.614,,10.398,0.0,-5.063,-0.19999999999999996,,1.61,1.65,-0.039999999999999813,13.0,12.0,3,4,0.6363961030678927
218,AlZrO3,Al,Zr,False,3.0,3.0,0.54,0.72,cubic,-2.183,1.117,0.0,13.936,0.0,-1.156,-0.17999999999999994,0.0,1.61,1.33,0.28,13.0,4.0,3,5,0.6428243465332251
219,AsAcO3,As,Ac,False,,,0.52,1.12,orthorhombic,-2.622,-0.109,0.0,16.601,2.97,-2.465,-0.6000000000000001,,2.18,1.1,1.08,15.0,3.0,4,7,0.5288445674420397
220,AsAgO3,As,Ag,False,3.0,3.0,0.58,0.75,cubic,0.229,1.337,,12.735,0.0,-3.674,-0.17000000000000004,0.0,2.18,1.93,0.2500000000000002,15.0,11.0,4,5,0.6473017300414167
221,AsAlO3,As,Al,False,3.0,3.0,0.58,0.54,cubic,-1.712,0.644,,9.746,0.0,1.583,0.039999999999999925,0.0,2.18,1.61,0.5700000000000001,15.0,13.0,4,3,0.7228202652129151
222,As2O3,As,As,False,3.0,3.0,0.58,0.58,cubic,-0.521,0.925,,11.453,0.0,1.088,0.0,0.0,2.18,2.18,0.0,15.0,15.0,4,4,0.7071067811865475
223,AsAuO3,As,Au,False,,,0.52,0.93,cubic,0.26,1.257,,13.197,0.0,-1.212,-0.41000000000000003,,2.18,2.54,-0.3599999999999999,15.0,11.0,4,6,0.5747260595945455
224,AsBO3,As,B,False,3.0,3.0,0.58,0.27,cubic,-0.852,1.183,,7.706,0.923,2.629,0.30999999999999994,0.0,2.18,2.04,0.14000000000000012,15.0,13.0,4,2,0.8503767826034296
225,AsBaO3,As,Ba,False,,,0.52,1.35,orthorhombic,-2.111,0.232,,18.14,0.0,-8.868,-0.8300000000000001,,2.18,0.89,1.29,15.0,2.0,4,6,0.4822414063264576
226,AsBeO3,As,Be,False,,,0.52,0.45,cubic,-1.008,1.015,,8.407,0.0,-2.418,0.07,,2.18,1.57,0.6100000000000001,15.0,2.0,4,2,0.7360526728140669
227,AsBiO3,As,Bi,False,,,0.52,0.9,cubic,-0.33,1.13,,15.153,0.0,-3.743,-0.38,,2.18,2.02,0.16000000000000014,15.0,15.0,4,6,0.582708365977803
228,AsCaO3,As,Ca,False,,,0.52,1.0,orthorhombic,-2.182,0.134,,13.764,0.0,-8.351,-0.48,,2.18,1.0,1.1800000000000002,15.0,2.0,4,4,0.5569248099610861
229,AsCdO3,As,Cd,False,,,0.52,0.95,cubic,0.082,1.51,,13.588,0.0,-5.71,-0.42999999999999994,,2.18,1.69,0.4900000000000002,15.0,12.0,4,5,0.5695249187837351
230,AsCeO3,As,Ce,False,2.0,4.0,0.58,0.87,cubic,-0.902,1.665,0.021,18.283,0.0,-7.219,-0.29000000000000004,-2.0,2.18,1.12,1.06,15.0,,4,6,0.6108340269404917
231,AsCoO3,As,Co,False,3.0,3.0,0.58,0.61,cubic,-0.584,0.82,-0.004,9.799,0.0,0.089,-0.030000000000000027,0.0,2.18,1.88,0.30000000000000027,15.0,9.0,4,4,0.6957628221300787
232,AsCrO3,As,Cr,False,3.0,3.0,0.58,0.62,cubic,-1.192,0.772,0.591,10.907,0.0,0.789,-0.040000000000000036,0.0,2.18,1.66,0.5200000000000002,15.0,6.0,4,4,0.6920619560549188
233,AsCsO3,As,Cs,False,,,0.52,1.67,cubic,0.861,2.563,,17.457,0.0,-3.766,-1.15,,2.18,0.79,1.3900000000000001,15.0,1.0,4,6,0.4295734029051381
234,AsCuO3,As,Cu,False,3.0,3.0,0.58,0.54,cubic,-0.301,0.881,,10.145,0.0,-0.831,0.039999999999999925,0.0,2.18,1.9,0.28000000000000025,15.0,11.0,4,4,0.7228202652129151
235,AsDyO3,As,Dy,False,3.0,3.0,0.58,0.91,cubic,-1.302,1.387,0.038,15.714,0.0,-5.336,-0.33000000000000007,0.0,2.18,1.22,0.9600000000000002,15.0,,4,6,0.599574413540667
236,AsErO3,As,Er,False,3.0,3.0,0.58,0.89,cubic,-1.376,1.295,0.014,15.254,0.0,-4.874,-0.31000000000000005,0.0,2.18,1.24,0.9400000000000002,15.0,,4,6,0.6051518499456964
237,AsEuO3,As,Eu,False,3.0,3.0,0.58,0.95,orthorhombic,-2.292,0.022,0.0,14.25,0.0,-8.456,-0.37,0.0,2.18,1.2,0.9800000000000002,15.0,,4,6,0.5887223879562204
238,AsFeO3,As,Fe,False,3.0,3.0,0.58,0.65,cubic,-0.747,0.805,0.911,10.955,0.0,-0.724,-0.07000000000000006,0.0,2.18,1.83,0.3500000000000001,15.0,8.0,4,4,0.6811918729755221
239,AsGaO3,As,Ga,False,3.0,3.0,0.58,0.62,cubic,-0.941,0.832,,10.821,0.0,-0.391,-0.040000000000000036,0.0,2.18,1.81,0.3700000000000001,15.0,13.0,4,4,0.6920619560549188
240,AsGdO3,As,Gd,False,3.0,3.0,0.58,0.94,cubic,-1.22,1.399,-0.001,16.257,0.0,-5.81,-0.36,0.0,2.18,1.2,0.9800000000000002,15.0,,4,6,0.5913983988105669
241,AsGeO3,As,Ge,False,2.0,4.0,0.58,0.53,cubic,-0.909,0.707,,10.602,0.0,1.493,0.04999999999999993,-2.0,2.18,2.01,0.17000000000000037,15.0,14.0,4,4,0.7268583672532107
242,AsHfO3,As,Hf,False,2.0,4.0,0.58,0.71,cubic,-2.012,0.773,-0.001,13.462,0.0,0.248,-0.13,-2.0,2.18,1.3,0.8800000000000001,15.0,4.0,4,6,0.6604449123772829
243,AsHgO3,As,Hg,False,,,0.52,1.11,cubic,0.404,1.59,,14.238,0.0,-5.427,-0.5900000000000001,,2.18,2.0,0.18000000000000016,15.0,12.0,4,6,0.5310759791190104
244,AsHoO3,As,Ho,False,3.0,3.0,0.58,0.9,cubic,-1.34,1.356,0.016,15.474,0.0,-5.112,-0.32000000000000006,0.0,2.18,1.23,0.9500000000000002,15.0,,4,6,0.6023502210107626
245,AsInO3,As,In,False,3.0,3.0,0.58,0.8,cubic,-0.473,1.172,,13.685,0.0,-3.437,-0.22000000000000008,0.0,2.18,1.78,0.40000000000000013,15.0,13.0,4,5,0.6315905230015764
246,AsIrO3,As,Ir,False,2.0,4.0,0.58,0.63,cubic,-0.244,0.958,-0.028,11.93,0.0,0.02,-0.050000000000000044,-2.0,2.18,2.2,-0.020000000000000018,15.0,9.0,4,6,0.6884002525837286
247,AsKO3,As,K,False,,,0.52,1.38,orthorhombic,-1.727,-0.173,,15.098,3.052,-9.214,-0.8599999999999999,,2.18,0.82,1.3600000000000003,15.0,1.0,4,4,0.47676139034547527
248,AsLaO3,As,La,False,3.0,3.0,0.58,1.03,cubic,-1.048,1.603,-0.002,17.892,0.0,-6.72,-0.45000000000000007,0.0,2.18,1.1,1.08,15.0,3.0,4,6,0.568155666979584
249,AsLiO3,As,Li,False,,,0.52,0.76,cubic,-0.236,1.588,,9.144,0.0,-5.543,-0.24,,2.18,0.98,1.2000000000000002,15.0,1.0,4,2,0.6230940943128983
250,AsLuO3,As,Lu,False,3.0,3.0,0.58,0.86,cubic,-1.487,1.231,0.0,14.534,0.0,-4.14,-0.28,0.0,2.18,1.27,0.9100000000000001,15.0,,4,6,0.6137153195203996
251,AsMgO3,As,Mg,False,,,0.52,0.72,cubic,-0.852,1.261,,10.925,0.0,-3.805,-0.19999999999999996,,2.18,1.31,0.8700000000000001,15.0,2.0,4,3,0.6356818537939669
252,AsMnO3,As,Mn,False,2.0,4.0,0.58,0.53,cubic,-0.981,0.783,0.734,10.859,0.0,-0.345,0.04999999999999993,-2.0,2.18,1.55,0.6300000000000001,15.0,7.0,4,4,0.7268583672532107
253,AsMoO3,As,Mo,False,2.0,4.0,0.58,0.65,cubic,-1.092,0.683,0.003,12.158,0.0,3.029,-0.07000000000000006,-2.0,2.18,2.16,0.020000000000000018,15.0,6.0,4,5,0.6811918729755221
254,AsNaO3,As,Na,False,,,0.52,1.02,orthorhombic,-1.63,0.131,,12.895,2.122,-9.344,-0.5,,2.18,0.93,1.25,15.0,1.0,4,3,0.5520395046105502
255,AsNbO3,As,Nb,False,2.0,4.0,0.58,0.68,cubic,-1.53,0.693,0.0,12.927,0.0,2.989,-0.10000000000000009,-2.0,2.18,1.6,0.5800000000000001,15.0,5.0,4,5,0.6706579780326016
256,AsNdO3,As,Nd,False,3.0,3.0,0.58,0.98,cubic,-1.017,1.601,0.015,17.618,0.0,-6.772,-0.4,0.0,2.18,1.14,1.0400000000000003,15.0,,4,6,0.5808377131175211
257,AsNiO3,As,Ni,False,3.0,3.0,0.58,0.6,cubic,-0.451,0.973,0.203,9.927,0.0,-0.981,-0.020000000000000018,0.0,2.18,1.91,0.27000000000000024,15.0,10.0,4,4,0.6995034824641115
258,AsNpO3,As,Np,False,,,0.52,0.86,cubic,-1.576,1.132,0.354,16.535,0.0,0.156,-0.33999999999999997,,2.18,1.36,0.8200000000000001,15.0,,4,7,0.5937028634490823
259,AsOsO3,As,Os,False,,,0.52,0.57,cubic,-0.414,0.832,0.288,11.876,0.0,0.897,-0.04999999999999993,,2.18,2.2,-0.020000000000000018,15.0,8.0,4,6,0.6877869237770788
